"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
0.000636145183632214,0.00398741709110737,-0.000763141072621972,-1.50389934979549e-05,-0.00152279400672985,-0.000298632240037998,0.00103029306479123,0.0129949144986148,-0.223826677269541
-0.00695508495735799,-0.00650798069793753,0.00136995831799089,-0.00338548003787712,0.0126264665753143,-0.00503207343252758,0.00214192063180911,-0.00223329267085965,0.124146256329154
0.00543356355133585,-0.00108227820917862,-0.0062982172276976,0.00102543120718851,0.00141655725823831,-0.000745057933806859,0.00190249447347046,-0.106582188961696,-0.0711906133135591
0.000571090263743539,-0.00105202177488653,0.00349322123950305,-0.00260628516173258,-0.00548326479650628,0.00502165558789666,0.00105957358054619,-0.0236475854474277,-0.043176773473342
-0.00779150587917102,-0.00517144288233031,-0.00360704418530241,-8.23018667061595e-05,-0.00215979775007387,0.00433891172119255,0.00844786244412587,-0.00213552942688892,-0.263025015963947
-0.00712783528490054,0.00278159643942752,-0.00182051022178287,0.00629696566548297,0.000536449270342841,-0.000438282977149346,-0.0128596419428468,-0.0459426795777399,-0.0519597577525272
0.00203222929786032,0.00518963060142201,-0.00127089161588322,0.00442869983781485,0.00658500258234758,0.00109915116380664,-0.0101484413705375,0.0193214582832813,-0.196163246954385
-0.0076707697283662,-0.00473698714892634,0.002982264109782,0.0018065074330092,-0.00496406381484067,-0.000853813618837069,-0.00235016682368467,-0.00258828641153387,0.00443242268001511
-0.00132034795496268,0.0143089377599369,0.0187601609051082,-0.00785816337853759,0.0109143170308014,-0.002962551341219,0.00269413113509898,0.00824152107823474,-0.00714667444388702
-0.00745248532425521,-0.0023227530566521,-0.00187732047109231,0.00265827007910321,0.0080243372761113,-0.00584637329040054,0.00571999546502897,-0.00197465923677094,-0.000436337033833957
-0.00610123398623788,0.00363394228236383,0.0118481840672032,0.0032874527364878,-0.00888351058209484,-0.00808745983100602,0.00976425166169847,-0.0112182132106671,-0.00863815568302621
-0.00562040075343078,0.00999612150164968,-0.00529137586954339,0.00407177408509053,-0.00689216978002188,0.00719643721923865,-0.0132661713904499,0.00523138350942524,0.00284266153383176
-0.00653876663206391,0.00346725952198573,-0.00254178822108152,-0.0119334074417783,-0.0106783779760141,0.00113632484592789,-0.00365190648252748,0.00377855860141278,0.00116952050651735
-0.00672921296555198,0.000647522774289017,-0.00144086770510556,0.0117827521730958,0.00643134491082737,0.00981143004456559,0.00908005996738323,0.0013962561467522,0.00811620578334551
-0.00723902789438186,0.00332920442366757,-0.00365703353367116,-0.0076283011428673,-0.00507223333889043,0.00575290814891791,0.00912046648350867,0.000416809338784736,-0.0020571959933456
-0.00462153148496633,0.00834038825181289,0.0108078627860238,-0.0021987900630392,0.0100512859708743,-0.0166784342059447,-0.0134544921796806,-0.0117536401846087,-0.00745908432682411
0.00806268924339412,-0.00142996983268646,0.00132456311432149,0.000160810779889603,-3.23395088942258e-05,-0.000276520831748754,-7.94761243254509e-05,0.00461919540402984,-0.0006633271764276
-0.0068165180223338,-0.00739536095326744,0.00021551368868182,-0.0090316236890885,-0.00611269933477237,-0.000383959896677874,-0.00439971632770653,0.00507857808426626,0.0118417661095064
-0.00342797819485087,0.00714691651743882,-0.0141836346184736,0.000696562672232912,0.0190895892023553,-0.0091101203830115,-0.010595044634495,-0.0212600693270843,0.0249217187215501
0.00622400322761091,0.00072248508012235,-0.000841707397941629,0.00158579879136881,-0.000615577394661102,0.000422743772437672,-0.00101701460840423,0.00257639382924389,-0.0454695854186477
-0.00627575403328468,-0.00535723875653431,0.00818147682794566,0.0109070547715418,0.00439569977379176,0.0123808514335555,-3.16761266490028e-05,-0.0088511042626506,-0.00215027113050072
0.00610331336357853,0.00146880082939022,0.0027933786192018,0.00129222575946052,0.00208241632057146,0.000491114308207762,-0.00015195345184147,0.000695489397028776,-0.0512640150058608
-0.0077696575220986,0.00304238572512442,0.000660051693940189,-9.66537687184042e-05,-0.00276043013636265,-0.00854485373644482,-0.000114881292896361,-0.00450072036973145,-0.00216758488232309
0.0067426640327689,0.000450782936148219,-0.00409939533925778,0.00553075327812974,0.00209165009220506,0.0005743663022115,0.000252258785839098,0.00390756098051368,-0.0275809181220262
-0.0070524861927293,-0.00506701299288666,-0.00286893020885943,-0.00855094424809425,0.000652764818721706,-0.0116519691695144,-0.00410014318876404,-0.0122356022239567,0.00187555481194402
