"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
0.000519866177392218,0.0179775345443283,-0.00349891359020548,-0.00740162180050278,0.00988994036156599,0.00669025930801296,-0.00127255516043693,-0.0702907102384213,0.314106890746408
-0.00911047925093362,0.00385360614106238,0.000631205409791473,0.00127648172247331,0.00339379597421766,0.00773943760949935,-0.00144575291084076,-0.0579519612731284,0.320295905773497
-0.00880471273355455,0.00394082342370147,0.00390665100751284,0.00332732496020558,-0.00394719448566938,0.00321724397390876,-0.00147878715847094,-0.0103793221786481,0.232608220158487
-0.00802154460706434,-0.00961501899697968,-0.000798735282649295,-5.44716422936743e-05,0.00606414258114052,0.00158788859454034,-0.00507189466744263,-0.0279128779441136,0.126868590243181
-0.00222418662487206,-0.00400672504024814,0.00550424618589536,0.00536822036569847,0.00167137026648581,-0.000272341250620971,0.00324984446170249,-0.00277588030284921,0.170556510207369
0.000673075263479431,0.0159443661120742,0.0050504373639498,-0.000189309877505725,0.00355707918039074,0.0150319638741526,0.000426739892398582,-0.0363731983146673,0.00757106911136572
-0.00666309869099245,5.04071578991881e-05,0.00146809573966149,-0.00826117084955619,0.00614107324940333,-0.0186459462352539,0.00103696121660148,-0.0196064874440957,0.260393598030168
-0.00956585592832999,-0.0081910785520292,0.00531589607715703,0.00364013679211447,0.00499296181079315,-0.00195386529161871,0.000624715538855998,-0.00600926338889356,0.00535320827045336
-0.00407198912172335,0.0114243641645742,-0.0145341740281434,0.00366021727337967,0.000873963251222622,-0.000340915623558261,0.00417983097871533,0.00543302518101262,-0.00056954791746901
-0.0103502974294297,0.00062884224298153,-0.000522205847962788,-0.00233352193233689,0.00580976687069337,0.0164809444456064,-0.00256250693308168,-0.00923197673632796,-0.00501567740795587
0.0125767399262227,-0.00212018048147419,0.00166774998766917,0.00118362166665249,-0.000692588901064626,-0.00241085364993789,8.0987858115039e-05,0.0012169595169336,-0.00308018822456875
-0.00333700818360921,-0.0151587348156023,-0.0064858467550861,0.00316105942700379,-0.00492208425255732,-0.00851804661841696,0.0134464847871915,0.00445382390908304,-0.00143512155280073
-0.00712520624612057,0.00382360929537197,0.00604189091915323,-0.0105840956575003,0.014025287977836,-0.0035618559660573,-0.000612457344427755,0.00408729164554753,-0.00571342536144829
-0.00861365243380638,-0.000504010533070491,-0.00811518144278346,0.00282689301656665,0.00823963540438605,0.0148686986695907,0.00418624351504657,-0.0136666704075181,-0.0148907786627404
-0.00947343123187907,0.00280418887836754,0.00622418763164399,0.000996469347015636,0.00934471784343377,0.0117562631101746,0.000721275202873645,-0.0169152270350502,-0.00127350071350712
-0.00198702919813568,0.00196522527812485,-0.00837792102994338,-0.00580248906978455,0.00355350018224887,0.0168696751211059,-0.0204422990950058,-0.0112371574192134,0.0202409838971346
-0.00875384606166288,0.000283675641130602,0.00959398474957267,0.00220983400090645,0.0121003481265511,0.0100857634636712,-0.00561702705782242,0.00304641322513627,0.000533958150722216
-0.00113029588546567,0.0128071729845069,0.00794597073547141,-0.0133158299503075,0.00245260872071957,0.000115134809186684,-0.00156571159347504,0.00411501834796461,-0.00564181038347437
-0.00924481692228144,-0.000898066516167846,0.00670429607602945,-0.00750854163724994,0.00942852284292216,0.00823235421472926,0.0057948389484916,0.0102258744520351,0.00207874201264893
-0.00978306908881772,-0.00508099182122362,-0.00753080665297011,0.00499393907501318,0.010553143626303,0.00380746049969289,-0.00107286454228131,0.0139782647800561,0.000731956505179036
-0.00774877955042716,0.00264137703491623,0.00132400272687936,0.00934788694515376,0.0135023547003509,-0.00136605190761446,0.0108036351934389,0.000718912569764751,0.00400916170069804
-0.00726424215980156,0.0148251749129945,-0.00443730603130601,0.00290660413827364,-0.00211108355276494,-0.00648298820615484,-0.00094394590038814,-0.0145221544193461,0.00577409165275102
-0.00576981134262049,0.00629823494023349,-0.0107944717497399,-0.00121471295103958,0.00222987335968923,0.0159910136194494,-0.00092718225176312,0.0123842520522426,0.00705407184822992
0.0126074132150346,0.000201643059196153,-0.00374894340677419,0.00204222900333218,0.000561340424791521,-0.00077376806286848,0.00111795092175427,-3.89045027443701e-05,0.00448612605098741
-0.00394313674030132,-0.0160310145021959,0.00596720709099493,-0.0055328144472438,-0.00199282163178338,0.00797243438208141,0.00172312272500078,-0.00999347521750022,0.00546124381049282
0.00515534318036898,0.0168340160301785,-0.00551399193007257,0.000279620994612398,0.00714758036849066,-0.00452751262856429,0.0112967279957309,-0.00943629100017656,-0.00952166049474635
-0.00853739530931008,0.00394433469694181,0.00548681489953886,-0.00190300887523565,-0.0149204198608227,-0.01222471351514,0.00246330251393147,4.64269744631513e-05,-0.00865124330893808
0.000873517593222944,-0.00901199362079075,-0.0145122685831795,-0.00890154400186303,0.00703401778034382,0.00258825175020404,0.00513950654775769,0.00969928251887348,0.00761114846028929
